Voltage,Current
-0.04997663498,0.07058734
-0.03982644,0.07056561
-0.029620790996,0.070484482
-0.019442654,0.070418494
-0.009257604,0.07033708
0.0009263500,0.070240936
0.011109972,0.070152482
0.021293736,0.070050482
0.031477786,0.069943324
0.041661884,0.069828022
0.051847022,0.06970449
0.0620326,0.06957634
0.07219996,0.069435054
0.0823748,0.069281036
0.09254382,0.069122628
0.1027005,0.068957366
0.11285832,0.068777614
0.12301404,0.068586288
0.1331681,0.068384448
0.14332274,0.068161976
0.1534771,0.067927926
0.16363082,0.067684052
0.17378526,0.067430566
0.18394128,0.06716687
0.1940897,0.066891438
0.20424604,0.06660209
0.21440864,0.066290728
0.22457682,0.06595544
0.23475142,0.065600744
0.24493234,0.065222116
0.25511124,0.064820018
0.26529666,0.064384492
0.27548098,0.063926418
0.28566504,0.063421778
0.2958486,0.062878838
0.30603264,0.062267202
0.31621002,0.061592686
0.32639532,0.060840776
0.33658084,0.059996494
0.34676542,0.059050922
0.3569377,0.058002744
0.3671113,0.05680921
0.37727908,0.055435792
0.3874412,0.053874446
0.39759902,0.052068792
0.40775618,0.049971066
0.41791158,0.047545092
0.4280678,0.044734134
0.43820998,0.041482876
0.44836542,0.03773566
0.45852132,0.033453808
0.46867904,0.028603468
0.4788297,0.023172382
0.48899082,0.0171362884
0.49915808,0.01050897
0.50933126,0.003283378
0.51950986,-0.00452291
0.52969434,-0.012875244
0.5399011,-0.02130041
0.5500545,-0.03064962
